"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","event_start","event_end","exp_attendance","exp_participants","event_host","event_url","event_address","latitude","longitude"
"North Park Thursday Market","48685","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th
Street","2017-04-13 15:00:00","2017-04-13 19:30:00","900","70","North Park Main Street","www.northparkmarket.com","2900 North Park Way","32.747671015","-117.130530344"
"Ocean Beach Certified Farmer's Market (Wednesdays)","48581","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared
foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2017-04-12 16:00:00","2017-04-12 20:00:00","1,200","60","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","4900 Block of Newport Avenue","32.7458016","-117.249336"
"Curbside Bites Food Truck Markets (Wed. Lunch)","48531","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streeets ","2017-04-12 11:00:00","2017-04-12 14:00:00","300/day","25","Curbside Bites","www.curbsidebites.com","500 West B Street","32.7179944103","-117.16765248"
"Pacific Beach Tuesday Farmer's Market","49022","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacfic Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues","2017-04-11 14:00:00","2017-04-11 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","4499 Bayard St","32.7968783228","-117.253364808"
"Old Town Artisan's Market","49086","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2017-04-09 09:00:00","2017-04-09 04:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"13th Annual La Jolla Concours d''Elegance","49279","","FESTIVAL","An elite car show is presented at beautiful La Jolla Cove where guests can gaze upon amazing
historic cars to premier autos of today. Pleasing music, tasty foods, and delightful cocktails
create an enjoyable atmosphere while guests get up-close views of their favorite automobiles.","Ellen Browning Scripps Park at 1155 Coast Boulevard","2017-04-09 09:00:00","2017-04-09 16:00:00","2,000","400","La Jolla Historical Society","www.lajollaconcours.com","1155 Coast Boulevard","32.8495150269","-117.27329708"
"2017 Hillcrest Farmers' Market (Sundays)","48818","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2017-04-09 09:00:00","2017-04-09 14:00:00","2,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485387","-117.1498828"
"9th Annual GranFondo San Diego Bike Ride","49233","","ATHLETIC","Cyclists of all ages can join an Italian cycling tour that features several distances; 105-mile,
56-mile, and 34-mile courses. They are social ridesthat begin in Little Italy and travel eastward
through cities, towns, and rural countrysides. There are many pleasant views along the way.","Little Italy (India St.) - Hawthorne St. - Pacific Hwy. - Harbor Dr. - National City - Chula Vista - East County - Otay Ranch - Jamul","2017-04-09 06:30:00","2017-04-09 17:00:00","1,500","50","GranFondo Cycling Tours","www.sdgranfondo.com","India & Fir Streets","32.7244188815","-117.168565101"
"Ray at Night (2nd Saturday Each Month)","48860","","EXHIBITS","On the second Saturday of each month, participating businesses, galleries, and shops on and around Ray Street are open late to offer a pleasant art walk experience. Patrons can shop in
style amid musical entertainment where there are open sidewalk booths. ","Ray Street between University Avenue & North Park Way","2017-04-08 18:00:00","2017-04-08 22:00:00","500/day","40","North Park for the Arts","www.northparkarts.org","3800 block of Ray Street","32.7475282","-117.1293405"
"13th Annual La Jolla Concours d''Elegance","49278","","FESTIVAL","An elite car show is presented at beautiful La Jolla Cove where guests can gaze upon amazing
historic cars to premier autos of today. Pleasing music, tasty foods, and delightful cocktails
create an enjoyable atmosphere while guests get up-close views of their favorite automobiles.","Ellen Browning Scripps Park at 1155 Coast Boulevard","2017-04-08 17:00:00","2017-04-08 22:00:00","2,000","400","La Jolla Historical Society","www.lajollaconcours.com","1155 Coast Boulevard","32.8495150269","-117.27329708"
"7th Annual EVA Opening Day Block Party (2-Day)","48953","","FESTIVAL","Come to East Village to celebrate the Padres season opener. This exceptional block party is a great place to mingle with other baseball fans and get in on some good conversation. There's music, food, drink, merchandise, rock wall, military display, and a carnival with games and rides. ","East Village - J Street between 6th & 10th Avenues  ","2017-04-08 11:00:00","2017-04-08 20:30:00","15,000","250","East Village Association","www.eastvillagesandiego.com","6th Avenue & J Street","32.7093824821","-117.159195073"
"Golden Hill Certified Farmer's Market","48883","","FARMERS","This farmer's market in Golden Hill offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, bakery, cheese, sauces, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","B Street between 27th Street & 28th Street","2017-04-08 09:30:00","2017-04-08 13:30:00","500/day","50","Brian's Farmer Markets","www.briansfarmermarkets.com","2700 block of B Street","32.7179192","-117.1360464"
"City Heights Farmer's Market (Every Saturday)","48736","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, bakery, dry goods,prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2017-04-08 09:00:00","2017-04-08 13:00:00","500/day","100","San Diego County Farm Bureau","www.sdfarmbureau.org","4300 Wightman Street","32.7479815027","-117.101839333"
"Old Town Artisan's Market","49085","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2017-04-08 09:00:00","2017-04-08 04:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"Children for Children 5K ","48954","","ATHLETIC","The Children for Children 5k is a unique trail race designed by a 12-year old to benefit other children. All proceeds will go to Kids in the Game. Come and enjoy a route through Mission Trails Regional Park.","Trails within Mission Trails Regional Park","2017-04-08 08:00:00","2017-04-08 10:00:00","100","20","Kindness Matters Foundation","","One Father Junipero Serra Trail","32.8329967","-117.0473714"
"Kiwanis Fun Run","48955","","ATHLETIC","The Fast Times 5K is a fun, fast run/walk great for all ages and athletic abilities! The 5K course winds along beautiful Mission Bay and is a flat, fast course for participants of all levels. This community run helps to support the students in public schools in the community of Clairemont.","De Anza Cove Park and trails within Mission Bay Park","2017-04-08 08:00:00","2017-04-08 11:00:00","2,000","50","Clairemont Hills Kiwanis","www.sandyfeetevents.com/fast-times-5k/","De Anza  Road & N. Mission Bay Drive","32.7987134734","-117.215821301"
"The Mercato: Little Italy's Farmers Market (Sat.)","48788","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs,
flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.","West Cedar Street between Front Street and Kettner Boulevard","2017-04-08 08:00:00","2017-04-08 14:00:00","1,500/day","400","Little Italy Association of San Diego","www.littleitalymercato.com","401 West Cedar Street","32.8056323247","-116.957910015"
"Walk MS 2017 and Festival","49230","","ATHLETIC","Multiple Sclerosis is a disabling disease that attacks the central nervous system. About
400,000 people in the U.S. suffer from it. You're welcome tojoin individuals, corporations, and
teams on a seaside walk where proceeds can make a difference in the fight against multiple sclerosis. ","NTC Park - Cushing Rd. - Laning Rd. - North Harbor Dr. - Spanish Landing - boardwalk - Halsey Rd. - boardwalk - NTC Park","2017-04-08 07:30:00","2017-04-08 12:00:00","3,700","100","National MS Society","www.mswalk.com","2455 Cushing Road","32.7348786887","-117.213908106"
"Ragnar Relay So Cal (2-Day Event)","49231","","ATHLETIC","This is an overnight running relay race that begins in Huntington Beach and finishes in San Diego at the Embarcadero Marina Park South. Approximately 600-teams made up of 12-runners each will take their turns to run 3-legs of the 190-mile course that has varying levels of difficulty. ","Hunting Beach/Corona/Fallbrook/Escondido/ 
Oceanside/Encinitas/Del Mar/Torrey Pines/La
Jolla/Pacific Beach/Mission Beach/Mission Bay
/Ocean Beach/Point Loma/Downtown/Embarcadero Marina Park South/Coronado ","2017-04-08 01:00:00","2017-04-08 20:00:00","8,000","800","Ragnar Events, LLC.","www.ragnarrelay.com","13001 torrey Pines Road","32.9348823551","-117.260343781"
"7th Annual EVA Opening Day Block Party (2-Day)","48952","","FESTIVAL","Come to East Village to celebrate the Padres season opener. This exceptional block party is a great place to mingle with other baseball fans and get in on some good conversation. There's music, food, drink, merchandise, rock wall, military display, and a carnival with games and rides. ","East Village - J Street between 6th & 10th Avenues","2017-04-07 10:00:00","2017-04-07 19:30:00","15,000","250","East Village Association","www.eastvillagesandiego.com","6th Avenue & J Street","32.7093824821","-117.159195073"
"North Park Thursday Market","48684","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th
Street","2017-04-06 15:00:00","2017-04-06 19:30:00","900","70","North Park Main Street","www.northparkmarket.com","2900 North Park Way","32.747671015","-117.130530344"
"Ocean Beach Certified Farmer's Market (Wednesdays)","48580","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared
foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2017-04-05 16:00:00","2017-04-05 20:00:00","1,200","60","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","4900 Block of Newport Avenue","32.7458016","-117.249336"
"Curbside Bites Food Truck Markets (Wed. Lunch)","48530","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streeets ","2017-04-05 11:00:00","2017-04-05 14:00:00","300/day","25","Curbside Bites","www.curbsidebites.com","500 West B Street","32.7179944103","-117.16765248"
"Pacific Beach Tuesday Farmer's Market","49021","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacfic Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues","2017-04-04 14:00:00","2017-04-04 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","4499 Bayard St","32.7968783228","-117.253364808"
"Nature Day","49229","","FESTIVAL","The 13th day of the first month of the Persian calendar is a special day for celebration. It's a
day for Iranian families to come together for an outdoor picnic and to appreciate the beauty of
nature. Families will celebrate with Persian folk music, food, and dancing. ","NTC Park at Liberty Station","2017-04-02 13:00:00","2017-04-02 18:00:00","2,500","50","Assocation of Iranian American Professionals","","2455 Cushing Road","32.7348786887","-117.213908106"
"TCT International Art Festival (4-day Event)","49189","","EXHIBITS","The Falun Dafa Assocation San Diego Branch presents the Truth, Compassion, Tolerance International Art Exhibit once a month between March and June.","Cascade Area in Balboa Park","2017-04-02 11:00:00","2017-04-02 17:00:00","100","10","Falun Dafa Assocation San Diego Branch ","","1500 El Prado","32.7196529945","-117.045217123"
"2017 Hillcrest Farmers' Market (Sundays)","48817","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2017-04-02 09:00:00","2017-04-02 14:00:00","2,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485387","-117.1498828"
"Fiesta Island Time Trial Series","49223","","ATHLETIC","A series of bicycle races held at Fiesta Island offering recreational and young riders an ideal
location to experience competitive cycling in a safe and controlled environment. ","Fiesta Island","2017-04-02 07:00:00","2017-04-02 09:00:00","120","20","San Diego Bicycle Club","www.sdbc.org/fiesta-island-time-trial","1400 Fiesta Island Road","32.7888843264","-117.213689649"
"San Diego Crew Classic Rowing Regatta","49218","","ATHLETIC","It's the largest rowing regatta for eight-person shells in the world. Competitors are collegiate,
junior, and master athletes from the U.S., Canada, Mexico, and Europe. A trade show accompanies the event with food, beer, and memorabilia. ","West Mission Bay (Crown Point Shores & Ski Beach).","2017-04-02 07:00:00","2017-04-02 21:00:00","10,000/day","4,000","San Diego Crew Classic","www.crewclassic.org","3500 Corona Oriente Road","32.7851118383","-117.233960543"
"Sharon's Ride/Run/Walk for Epilepsy","49232","","ATHLETIC","Join the Sharon’s Ride in 2017 and help build a strong community for the 50,000 individuals affected by epilepsy in San Diego County. Show your support by participating in a friendly 15 mile bike ride or 5k walk/run.","De Anz Cove Park and Mission Bay pathways and roadways.","2017-04-02 07:00:00","2017-04-02 14:00:00","1,000","100","Epilepsy Foundation of San Diego","www.epilepsysandiego.org","3000 N Mission Bay Dr","32.7959777124","-117.20923295"
"Margarita 5K Run","48951","","ATHLETIC","Run on the hard-packed sand at low-tide! Enjoy the salty sea air while running a 5k. All participants 21+ get a coupon for a free margarita from Cafe Coyote in Old Town!","Beach area between Kennebeck Court and the jetty in Mission Beach","2017-04-02 07:00:00","2017-04-02 10:00:00","300","30","Ramm Sports","","Kennebeck Court & Ocean Front Walk","32.7751387353","-117.253107569"
"Golden Hill Certified Farmer's Market","48882","","FARMERS","This farmer's market in Golden Hill offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, bakery, cheese, sauces, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","B Street between 27th Street & 28th Street","2017-04-01 09:30:00","2017-04-01 13:30:00","500/day","50","Brian's Farmer Markets","www.briansfarmermarkets.com","2700 block of B Street","32.7179192","-117.1360464"
"City Heights Farmer's Market (Every Saturday)","48735","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, bakery, dry goods,prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2017-04-01 09:00:00","2017-04-01 13:00:00","500/day","100","San Diego County Farm Bureau","www.sdfarmbureau.org","4300 Wightman Street","32.7479815027","-117.101839333"
"Old Town Artisan's Market","49084","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2017-04-01 09:00:00","2017-04-01 04:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"Core Sessions","49277","","ATHLETIC","Join the hottest workout in the Financial District. Balanced Fitness & Health and the Downtown Partnership are bringing your workout to the street. Join us for Yoga, Cross Fit and HIIT sessions with a live DJ and giveaways. ","B Street between 6th and 7th Avenues","2017-04-01 08:00:00","2017-04-01 12:00:00","200","50","Downtown San Diego Business Improvement District ","www.downtownsandiego.org","B Street & 6th Avenue","32.7178115286","-117.159282018"
"The Mercato: Little Italy's Farmers Market (Sat.)","48787","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs,
flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.","West Cedar Street between Front Street and Kettner Boulevard","2017-04-01 08:00:00","2017-04-01 14:00:00","1,500/day","400","Little Italy Association of San Diego","www.littleitalymercato.com","401 West Cedar Street","32.8056323247","-116.957910015"
"San Diego Crew Classic Rowing Regatta","49217","","ATHLETIC","It's the largest rowing regatta for eight-person shells in the world. Competitors are collegiate,
junior, and master athletes from the U.S., Canada, Mexico, and Europe. A trade show accompanies the event with food, beer, and memorabilia. ","West Mission Bay (Crown Point Shores & Ski Beach).","2017-04-01 07:00:00","2017-04-01 21:00:00","10,000/day","4,000","San Diego Crew Classic","www.crewclassic.org","3500 Corona Oriente Road","32.7851118383","-117.233960543"
"Peace - Love - Run Half Marathon/10K/5K","49228","","ATHLETIC","The hippie era of the 1960's was about peace and love. So, get in the groove and choose the course that suits your fancy. The event offers a Half Marathon, 10K, 5K, and a Kids Dash. These courses are perfect for beginners and seasoned athletes. All finishers receive a medal.","East Mission Bay: south of the Hilton Hotel - South Shores Park - Fiesta Island - Tecolote Shores - south of the Hilton Hotel","2017-04-01 06:00:00","2017-04-01 11:30:00","500","50","Wiz Marketing","www.peace-love-run.com","1590 East Mission Bay Drive","32.7758140847","-117.209436058"
"San Diego Crew Classic Rowing Regatta","49216","","ATHLETIC","It's the largest rowing regatta for eight-person shells in the world. Competitors are collegiate,
junior, and master athletes from the U.S., Canada, Mexico, and Europe. A trade show accompanies the event with food, beer, and memorabilia. ","West Mission Bay (Crown Point Shores & Ski Beach).","2017-03-31 07:00:00","2017-03-31 21:00:00","10,000/day","4,000","San Diego Crew Classic","www.crewclassic.org","3500 Corona Oriente Road","32.7851118383","-117.233960543"
"North Park Thursday Market","48683","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th
Street","2017-03-30 15:00:00","2017-03-30 19:30:00","900","70","North Park Main Street","www.northparkmarket.com","2900 North Park Way","32.747671015","-117.130530344"
"Ocean Beach Certified Farmer's Market (Wednesdays)","48579","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared
foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2017-03-29 16:00:00","2017-03-29 20:00:00","1,200","60","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","4900 Block of Newport Avenue","32.7458016","-117.249336"
"Curbside Bites Food Truck Markets (Wed. Lunch)","48529","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streeets ","2017-03-29 11:00:00","2017-03-29 14:00:00","300/day","25","Curbside Bites","www.curbsidebites.com","500 West B Street","32.7179944103","-117.16765248"
"Pacific Beach Tuesday Farmer's Market","49020","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacfic Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues","2017-03-28 14:00:00","2017-03-28 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","4499 Bayard St","32.7968783228","-117.253364808"
"2017 San Diego Beatles Fair","49257","","FESTIVAL","The San Diego Beatles Fair 2016 is a fun music, arts, cultural and food event for Beatles’ fans
and future generations to come! Ohio Street in frontof the venue will have a selection of food
and vendors, including records. ","3925 Ohio Street and Ohio Street between University Avenue and 3925 Ohio Street","2017-03-26 12:00:00","2017-03-26 22:00:00","500","50","Queen Bees Honey Inc","","3925 Ohio Street ","32.7489993906","-117.128560529"
"Rolando Street Fair","48950","","FESTIVAL","The Rolando Street Fair has it all! There's a variety of musical entertainment, merchandise booths, and a food court with hot and cold foods. A special section of the fair is designed for children and youths with activities, bouncers, carnival rides, and booths containing items of
their liking.","Rolando Boulevard (between El Cajon Blvd. & Solita St. ","2017-03-26 10:00:00","2017-03-26 18:00:00","14,500","500","Rolando Community Council","www.rolandocc.org","El Cajon Blvd & Rolando Blvd","32.766998812","-117.057349326"
"Old Town Artisan's Market","49083","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2017-03-26 09:00:00","2017-03-26 04:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"2017 Hillcrest Farmers' Market (Sundays)","48816","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2017-03-26 09:00:00","2017-03-26 14:00:00","2,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485387","-117.1498828"
"Hot Chocolate 5K & 15K","49311","","ATHLETIC","The event is a 5K and 15K race that begins and ends at Petco Park and travels through downtown, Golden Hill, and North Park. Both courses provide a good workout. Afterwards, participants can enjoy a post-race party with music, hot cocoa, and treats dipped in delicious chocolate fondue. 
","Petco Park-13th St-Island Ave-14th St-C St-Park Blvd-Russ Blvd-parking lot-16th St-B St-19th St-Florida Dr-University Ave-Alabama St-Upas St Jacaranda Pl-Jacaranda Dr-Pershing Dr-28th St-Redwood-Pershing Dr-26th St-Golden Hill Park-25th St-A St-24th St-C St-15th St-K St-14th St-Petco Park ","2017-03-26 06:00:00","2017-03-26 12:00:00","13,000","200","RAM Racing","www.hotchocolate15k.com","13th Street & J Street","32.7094211871","-117.152804017"
"Golden Hill Certified Farmer's Market","48881","","FARMERS","This farmer's market in Golden Hill offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, bakery, cheese, sauces, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","B Street between 27th Street & 28th Street","2017-03-25 09:30:00","2017-03-25 13:30:00","500/day","50","Brian's Farmer Markets","www.briansfarmermarkets.com","2700 block of B Street","32.7179192","-117.1360464"
"Old Town Artisan's Market","49082","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2017-03-25 09:00:00","2017-03-25 04:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"City Heights Farmer's Market (Every Saturday)","48734","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, bakery, dry goods,prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2017-03-25 09:00:00","2017-03-25 13:00:00","500/day","100","San Diego County Farm Bureau","www.sdfarmbureau.org","4300 Wightman Street","32.7479815027","-117.101839333"
"The Mercato: Little Italy's Farmers Market (Sat.)","48786","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs,
flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.","West Cedar Street between Front Street and Kettner Boulevard","2017-03-25 08:00:00","2017-03-25 14:00:00","1,500/day","400","Little Italy Association of San Diego","www.littleitalymercato.com","401 West Cedar Street","32.8056323247","-116.957910015"
"Mermaid San Diego Run 5K, 10K, Half Marathon","49215","","ATHLETIC","This running and walking event is designed specifically for women who are looking for a
supportive exercise experience. Women can choose between a 5K, 10K, or a Half Marathon. There are scenic views along the shoreline of Mission Bay and Fiesta Island.","East & West Mission Bay (South Shores, Fiesta Island, Tecolote Shores, Pacific Beach, Crown Point)","2017-03-25 07:00:00","2017-03-25 13:00:00","1,800","100","Mermaid Series","www.mermaidseries.com","404 Sea World Drive","32.7611532858","-117.221070244"
"San Diego Race for Autism","49213","","ATHLETIC","Autism is a developmental disorder that affects normal brain development of communication and social skills. About one in 50 children are diagnosed with autism each year. The event is a 5K run/walk and a 1-mile walk at Balboa Park. A resource fair is accompanied by the event. ","Balboa Park: 6th Ave./Laurel St. - 6th Ave. - Upas St. - Balboa Dr. - El Prado - Bea Evenson
Fountain - El Prado - Pan American Rd. - El Prado - Balboa Dr.","2017-03-25 06:45:00","2017-03-25 11:00:00","5,000","100 ","National Foundation for Autism Research","www.raceforautism.org","6th Avenue & Laurel Street","32.7313938143","-117.159399402"
"Honor Ride San Diego","48949","","ATHLETIC","Join a non-competitive cycling event where active service members, injured veterans and the general public all get to ride together. Choose a 20-, 40-, or 60-mile ride with a festival at the finish at Waterfront Park. ","Balboa Park - Park Boulevard - C Street - Harbor Drive - Veterans' Museum/Peace Memorial at Balboa Park","2017-03-25 06:30:00","2017-03-25 14:00:00","600","100","Ride 2 Recovery","http://r2r.convio.net/site/TR?fr_id=1190&pg=entry","2115 Park Boulevard","32.7272049528","-117.14780365"
"North Park Thursday Market","48682","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th
Street","2017-03-23 15:00:00","2017-03-23 19:30:00","900","70","North Park Main Street","www.northparkmarket.com","2900 North Park Way","32.747671015","-117.130530344"
"Ocean Beach Certified Farmer's Market (Wednesdays)","48578","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared
foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2017-03-22 16:00:00","2017-03-22 20:00:00","1,200","60","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","4900 Block of Newport Avenue","32.7458016","-117.249336"
"Curbside Bites Food Truck Markets (Wed. Lunch)","48528","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streeets ","2017-03-22 11:00:00","2017-03-22 14:00:00","300/day","25","Curbside Bites","www.curbsidebites.com","500 West B Street","32.7179944103","-117.16765248"
"Pacific Beach Tuesday Farmer's Market","49019","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacfic Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues","2017-03-21 14:00:00","2017-03-21 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","4499 Bayard St","32.7968783228","-117.253364808"
"Old Town Artisan's Market","49081","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2017-03-19 09:00:00","2017-03-19 04:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"2017 Hillcrest Farmers' Market (Sundays)","48815","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2017-03-19 09:00:00","2017-03-19 14:00:00","2,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485387","-117.1498828"
